op_rw_latency,node164_ceph-osd.0.asok.txt,node164_ceph-osd.1.asok.txt,node164_ceph-osd.7.asok.txt,node165_ceph-osd.2.asok.txt,node165_ceph-osd.3.asok.txt,node166_ceph-osd.4.asok.txt,node166_ceph-osd.5.asok.txt
311,0.000333,0,0.000383,0,0,0,0
312,0.000403,0,0,0,0,0,0
313,0,0,0,0,0,0,0
314,0,0,0,0,0.000459,0.000316,0
315,0.00049,0,0.000303,0,0,0,0
316,0.000393,0,0,0,0,0,0
317,0,0,0,0,0,0,0
318,0,0,0,0,0.000326,0,0
319,0.00037,0,0.000362,0,0,0.000371,0
320,0.000513,0,0,0,0,0,0
321,0,0,0,0,0,0,0
322,0,0,0,0,0.000514,0,0
323,0.000385,0,0.000369,0,0,0.000461,0
324,0.000724,0,0,0,0,0,0
325,0,0,0,0,0,0,0
326,0,0,0,0,0,0,0
327,0,0,0.000402,0,0.00032,0.000478,0
328,0.00036,0,0,0,0,0,0
329,0.000969,0,0,0,0,0,0
330,0,0,0,0,0,0,0
331,0,0,0.000364,0,0.00035,0,0
332,0.000425,0,0,0,0,0.000369,0
333,0.000387,0,0,0,0,0,0
334,0,0,0,0,0,0,0
335,0,0,0.000361,0,0.000496,0,0
336,0.000356,0,0,0,0,0.000397,0
337,0.000306,0,0,0,0,0,0
338,0,0,0,0,0,0,0
339,0,0,0,0,0,0,0
340,0.000436,0,0.00045,0,0.000307,0.000432,0
341,0.000364,0,0,0,0,0,0
342,0,0,0,0,0,0,0
343,0,0,0,0,0,0,0
344,0.000352,0,0.00035,0,0.000317,0,0
345,0.000298,0,0,0,0,0.000408,0
346,0,0,0,0,0,0,0
347,0,0,0,0,0,0,0
348,0.000388,0,0.000424,0,0.000385,0,0
349,0.000368,0,0,0,0,0.000401,0
350,0,0,0,0,0,0,0
351,0,0,0,0,0,0,0
352,0.000461,0,0.000379,0,0.000335,0,0
353,0.000487,0,0,0,0,0.000508,0
354,0,0,0,0,0,0,0
355,0,0,0,0,0,0,0
356,0.000564,0,0.000449,0,0,0,0
357,0.00037,0,0,0,0.000352,0,0
358,0,0,0,0,0,0.000393,0
359,0,0,0,0,0,0,0
360,0,0,0.000362,0,0,0,0
361,0.00029,0,0,0,0.000552,0,0
362,0,0,0,0,0,0.000474,0
363,0,0,0,0,0,0,0
364,0,0,0.000467,0,0,0,0
365,0.000482,0,0,0,0.000405,0,0
366,0.000384,0,0,0,0,0.000579,0
367,0,0,0,0,0,0,0
368,0,0,0.000588,0,0,0,0
369,0.000361,0,0,0,0,0,0
370,0.0004,0,0,0,0.000452,0,0
371,0,0,0,0,0,0.000258,0
372,0,0,0.000413,0,0,0,0
373,0.000471,0,0,0,0,0,0
374,0.000432,0,0,0,0.00039,0,0
375,0,0,0,0,0,0.00029,0
376,0,0,0,0,0,0,0
377,0.000287,0,0.000442,0,0,0,0
378,0.000465,0,0,0,0.000414,0,0
379,0,0,0,0,0,0.000418,0
380,0,0,0,0,0,0,0
381,0.000326,0,0.000449,0,0,0,0
382,0.000435,0,0,0,0,0,0
383,0,0,0,0,0.000398,0,0
384,0,0,0,0,0,0.000443,0
385,0.000444,0,0.000472,0,0,0,0
386,0.000338,0,0,0,0,0,0
387,0,0,0,0,0.000395,0,0
388,0,0,0,0,0,0.000429,0
389,0.000363,0,0.000384,0,0,0,0
390,0.000452,0,0,0,0,0,0
391,0,0,0,0,0.000352,0,0
392,0,0,0,0,0,0.000444,0
393,0.000404,0,0.000346,0,0,0,0
394,0.001507,0,0,0,0,0,0
395,0,0,0,0,0,0,0
396,0,0,0,0,0.000386,0,0
397,0.000448,0,0.000331,0,0,0.000313,0
398,0.000484,0,0,0,0,0,0
399,0,0,0,0,0,0,0
400,0,0,0,0,0.000464,0,0
401,0.000363,0,0.000417,0,0,0.0004,0
402,0.00058,0,0,0,0,0,0
403,0,0,0,0,0,0,0
404,0,0,0,0,0.000377,0,0
405,0,0,0.00045,0,0,0.000288,0
406,0.000594,0,0,0,0,0,0
407,0.000331,0,0,0,0,0,0
408,0,0,0,0,0,0,0
409,0,0,0.000323,0,0.000414,0,0
410,0.000298,0,0,0,0,0.00093,0
411,0.000265,0,0,0,0,0,0
412,0,0,0,0,0,0,0
413,0,0,0.000609,0,0.000427,0,0
414,0.000422,0,0,0,0,0.000374,0
415,0.000328,0,0,0,0,0,0
416,0,0,0,0,0,0,0
417,0,0,0,0,0.000337,0,0
418,0.000452,0,0.000325,0,0,0.000332,0
419,0.000349,0,0,0,0,0,0
420,0,0,0,0,0,0,0
421,0,0,0,0,0,0,0
422,0.000385,0,0.000395,0,0.000385,0,0
423,0.000526,0,0,0,0,0.000429,0
424,0,0,0,0,0,0,0
425,0,0,0,0,0,0,0
426,0.000383,0,0.000379,0,0.000539,0,0
427,0.000303,0,0,0,0,0.000438,0
428,0,0,0,0,0,0,0
429,0,0,0,0,0,0,0
430,0.000438,0,0.000264,0,0.00036,0,0
431,0.000344,0,0,0,0,0.00047,0
432,0,0,0,0,0,0,0
433,0,0,0,0,0,0,0
434,0.0005,0,0.00036,0,0,0,0
435,0.000401,0,0,0,0.000448,0,0
436,0,0,0,0,0,0.000342,0
437,0,0,0,0,0,0,0
438,0.000543,0,0.000489,0,0,0,0
439,0.0006,0,0,0,0.001002,0,0
440,0,0,0,0,0,0.000433,0
441,0,0,0,0,0,0,0
442,0.00051,0,0.00043,0,0,0,0
443,0.000559,0,0,0,0.000533,0,0
444,0,0,0,0,0,0.000346,0
445,0,0,0,0,0,0,0
446,0,0,0.000553,0,0,0,0
447,0.000513,0,0,0,0.000378,0,0
448,0.00038,0,0,0,0,0,0
449,0.016309,0,0,0,0,0.000341,0
450,0,0,0.000462,0,0,0,0
451,0.000457,0,0,0,0,0,0
452,0,0,0,0,0.000396,0,0
453,0,0,0,0,0,0.000387,0
454,0,0,0.00061,0,0,0,0
455,0.000609,0,0,0,0,0,0
456,0,0,0,0,0.000425,0,0
457,0,0,0,0,0,0.000467,0
458,0,0,0.000511,0,0,0,0
459,0.000503,0,0,0,0,0,0
460,0,0,0,0,0.000443,0,0
461,0,0,0,0,0,0.0005,0
462,0,0,0.000646,0,0,0,0
463,0.000563,0,0,0,0,0,0
464,0,0,0,0,0,0,0
465,0,0,0,0,0.000493,0,0
466,0,0,0.000599,0,0,0.00047,0
467,0.000416,0,0,0,0,0,0
468,0,0,0,0,0,0,0
469,0,0,0,0,0.000535,0,0
470,0,0,0.000578,0,0,0.000515,0
471,0.000565,0,0,0,0,0,0
472,0,0,0,0,0,0.017219,0
473,0,0,0,0,0.000513,0,0
474,0,0,0.000485,0,0,0,0
475,0.000496,0,0,0,0,0,0
476,0,0,0,0,0,0,0
477,0,0,0,0,0.000545,0,0
478,0,0,0,0,0,0,0
479,0.000568,0,0.000546,0,0,0,0
480,0,0,0,0,0,0,0
481,0,0,0,0,0,0,0
482,0,0,0,0,0.000589,0,0
483,0.000551,0,0.000462,0,0,0,0
484,0,0,0,0,0,0,0
485,0,0,0,0,0,0,0
486,0,0,0,0,0.000479,0,0
487,0.000555,0,0.000503,0,0,0,0
488,0,0,0,0,0,0,0
489,0,0,0,0,0,0,0
490,0,0,0,0,0.000407,0,0
491,0.000399,0,0.000483,0,0,0,0
492,0,0,0,0,0,0,0
493,0,0,0,0,0,0,0
494,0,0,0,0,0.000547,0,0
495,0,0,0.000596,0,0,0,0
496,0.000484,0,0,0,0,0,0
497,0,0,0,0,0,0,0
498,0,0,0,0,0,0,0
499,0,0,0,0,0.000818,0,0
500,0,0,0.000462,0,0,0,0
501,0.000454,0,0,0,0,0,0
502,0,0,0,0,0,0,0
503,0,0,0,0,0.00045,0,0
504,0,0,0,0,0,0,0
505,0,0,0.000607,0,0,0,0
506,0.000563,0,0,0,0,0,0
507,0,0,0,0,0.000554,0,0
508,0,0,0,0,0,0,0
509,0,0,0,0,0,0,0
510,0,0,0.000627,0,0,0,0
511,0.00062,0,0,0,0,0,0
512,0,0,0,0,0.000716,0,0
513,0,0,0,0,0,0,0
514,0,0,0,0,0,0,0
515,Null,Null,0.000531,0,0,0,0
516,Null,Null,Null,0,0.000456,0,0
517,Null,Null,Null,0,0,0,0
518,Null,Null,Null,0,0,0,0
519,Null,Null,Null,0,0,0,0
520,Null,Null,Null,0,0,0,0
521,Null,Null,Null,0,0.000503,0,0
522,Null,Null,Null,0,0,0,0
523,Null,Null,Null,0,0,0,0
524,Null,Null,Null,0,0,0,0
525,Null,Null,Null,0,0,0,0
526,Null,Null,Null,0,0.000637,0,0
527,Null,Null,Null,0,0,0,0
528,Null,Null,Null,0,0,0,0
529,Null,Null,Null,0,0,0,0
530,Null,Null,Null,0,0,0,0
531,Null,Null,Null,0,0.000425,0,0
532,Null,Null,Null,0,0,0,0
533,Null,Null,Null,0,0,0,0
534,Null,Null,Null,0,0,0,0
535,Null,Null,Null,0,0,0,0
536,Null,Null,Null,0,0.000569,0,0
537,Null,Null,Null,0,0,0,0
538,Null,Null,Null,0,0,0,0
539,Null,Null,Null,0,0,0,0
540,Null,Null,Null,0,0,0,0
541,Null,Null,Null,0,0.000547,0,0
542,Null,Null,Null,0,0,0,0
543,Null,Null,Null,0,0,0,0
544,Null,Null,Null,0,0,0,0
545,Null,Null,Null,0,0,0,0
546,Null,Null,Null,0,0.000568,0,0
547,Null,Null,Null,0,0,0,0
548,Null,Null,Null,0,0,0,0
549,Null,Null,Null,0,0,0,0
550,Null,Null,Null,0,0.000653,0,0
551,Null,Null,Null,0,0,0,0
552,Null,Null,Null,0,0,0,0
553,Null,Null,Null,0,0,0,0
554,Null,Null,Null,0,0,0,0
555,Null,Null,Null,0,0.000603,0,0
556,Null,Null,Null,0,0,0,0
557,Null,Null,Null,0,0,0,0
558,Null,Null,Null,0,0,0,0
559,Null,Null,Null,0,0,0,0
560,Null,Null,Null,0,0.000498,0,0
561,Null,Null,Null,0,0,0,0
562,Null,Null,Null,0,0,0,0
563,Null,Null,Null,Null,Null,0,0
564,Null,Null,Null,Null,Null,0,0
565,Null,Null,Null,Null,Null,0,0
566,Null,Null,Null,Null,Null,0,0
567,Null,Null,Null,Null,Null,0,0
568,Null,Null,Null,Null,Null,0,0
569,Null,Null,Null,Null,Null,0,0
570,Null,Null,Null,Null,Null,0,0
571,Null,Null,Null,Null,Null,0,0
572,Null,Null,Null,Null,Null,0,0
573,Null,Null,Null,Null,Null,0,0
574,Null,Null,Null,Null,Null,0,0
575,Null,Null,Null,Null,Null,0,0
576,Null,Null,Null,Null,Null,0,0
577,Null,Null,Null,Null,Null,0,0
578,Null,Null,Null,Null,Null,0,0
579,Null,Null,Null,Null,Null,0,0
580,Null,Null,Null,Null,Null,0,0
581,Null,Null,Null,Null,Null,0,0
582,Null,Null,Null,Null,Null,0,0
583,Null,Null,Null,Null,Null,0,0
584,Null,Null,Null,Null,Null,0,0
585,Null,Null,Null,Null,Null,0,0
586,Null,Null,Null,Null,Null,0,0
