journal_bytes,node164_ceph-osd.0.asok.txt,node164_ceph-osd.1.asok.txt,node164_ceph-osd.7.asok.txt,node165_ceph-osd.2.asok.txt,node165_ceph-osd.3.asok.txt,node166_ceph-osd.4.asok.txt,node166_ceph-osd.5.asok.txt
373,3319567634,2331393988,3437163586,3714090676,3211931827,3647660122,4229787420
374,3324053097,2335885111,3448672643,3723072922,3227561723,3652139578,4240223379
375,3334121688,2344872326,3458169499,3723072922,3247213712,3665599093,4244670189
376,3343503035,2353840838,3467666355,3732057605,3257005229,3670090216,4262674601
377,3355427131,2361484498,3475598600,3746561491,3269072231,3685136390,4262674601
378,3373425785,2362816382,3482508076,3752098528,3277187349,3697030378,4264675257
379,3382329908,2367309814,3489888643,3760225072,3290619397,3707389384,4276135383
380,3386888876,2367309814,3504835597,3772378769,3297394228,3723943077,4285651273
381,3391378957,2376278431,3522840516,3772659385,3308583322,3726715427,4300622733
382,3397545807,2389739213,3529428350,3781353046,3308583322,3741813283,4303046691
383,3409339056,2394431562,3536378439,3791546949,3322040528,3751458764,4312010590
384,3426800008,2412174047,3538416481,3803776460,3331294154,3764324279,4324704296
385,3440762146,2414948706,3542902986,3812646426,3342312133,3773306525,4338894068
386,3448631606,2418871670,3547389491,3835485099,3361846315,3782271566,4343937187
387,3457310234,2421155251,3562324991,3850279849,3366922213,3794189961,4352346779
388,3483013897,2425652387,3569378002,3871055908,3372838906,3800221289,4361308244
389,3488639455,2430147213,3587753140,3875530868,3375891872,3804712412,4379241677
390,3494534886,2434633718,3606475596,3880017373,3392398693,3813680804,4388216996
391,3499026009,2439124968,3614695609,3884512199,3408808694,3827138010,4400542413
392,3518418942,2441406240,3619177619,3889003322,3420727130,3836097166,4418003682
393,3533003358,2451831466,3623661815,3897982343,3425220562,3845067867,4432062955
394,3545043413,2465636112,3632648935,3897982343,3429704758,3858545854,4442052156
395,3552856573,2466900151,3644533688,3903142238,3434198190,3872021757,4446749123
396,3569298975,2475042858,3659580904,3908682320,3436232656,3876515189,4464454784
397,3585390581,2483527099,3659580904,3911452361,3447347782,3884893157,4480802383
398,3595539829,2492991412,3671032961,3915943484,3450997048,3898958566,4493222518
399,3606715887,2492991412,3679873985,3924927123,3456638785,3912262435,4500749411
400,3611210459,2501274427,3690155347,3941347535,3461112703,3921415574,4516352199
401,3615707467,2515984247,3704077906,3951859315,3465607402,3930401396,4531775335
402,3618746579,2528874436,3717943145,3951859315,3470089289,3936781017,4536254913
403,3629123111,2528874436,3726919731,3965323448,3470089289,3952086809,4545226881
404,3638625852,2529575996,3731414430,3969814571,3476445378,3961844325,4556101030
405,3647078592,2541645350,3734851030,3982565864,3486451184,3966333139,4572233620
406,3660556452,2546054874,3749346722,3989952502,3492502300,3981190195,4585620796
407,3667680884,2555773159,3755486464,4013165355,3501472086,3987883200,4585620796
408,3678502818,2560257355,3762817782,4019141820,3501472086,3993235085,4598355681
409,3691688644,2564748478,3765066350,4023814213,3519408994,4006014633,4604696649
410,3700957391,2569221129,3776285619,4038402169,3528384313,4011719613,4643920192
411,3707417851,2578204642,3789756554,4041589469,3541257317,4020879553,4643920192
412,3723423071,2581914835,3803215027,4048157229,3559687488,4038087790,4644870874
413,3727916631,2588150698,3804691795,4055069991,3559757642,4047022372,4657352122
414,3736857439,2596142819,3812188140,4064046577,3572449039,4057863827,4657352122
415,3741459681,2600615470,3828285677,4077054709,3577714165,4087048005,4657352122
416,3745845697,2620760145,3835686262,4090766690,3582205161,4096462030,4666336677
417,3759321853,2623040150,3852520857,4099957089,3586697551,4100953026,4684441477
418,3771327171,2623040150,3866026394,4104443719,3601990583,4119838280,4693281106
419,3784056075,2623040150,3879398671,4118504723,3604656511,4141322684,4693281106
420,3787851543,2623040150,3888130760,4126857892,3609145325,4146503926,4701795806
421,3799709061,2632012118,3892869731,4135821786,3616020769,4154754735,4711243387
422,3810224466,2645488021,3897356361,4148769569,3635517204,4159229695,4727078685
423,3820479110,2654461031,3906322444,4156531489,3642840430,4159229695,4746085209
424,3822128996,2659273732,3916363405,4164214774,3662983939,4168194613,4751656792
425,3826620119,2672424481,3924243189,4171686499,3670461450,4174467961,4770684539
426,3832205781,2672424481,3937657349,4178779205,3678446471,4177159654,4778577216
427,3844584961,2684491419,3942451353,4185166795,3685426963,4185511781,4783066156
428,3853558221,2690386889,3951157729,4199674227,3694405858,4190110444,4803314480
429,3858044726,2694871209,3972282942,4212029488,3707882803,4213658731,4806050424
430,3870703475,2694871209,3984691575,4225818775,3721341276,4228616279,4813283880
431,3878346975,2699360149,4000520507,4247968032,3724712148,4231002782,4836815688
432,3889456390,2703851272,4009506329,4266930468,3730316596,4233246606,4854825162
433,3895769208,2717332835,4018066734,4274893172,3743764566,4244478686,4858186894
434,3898436327,2721797517,4022978781,4279274457,3752729485,4253701853,4869382918
435,3898436327,2731735036,4030644706,4302230026,3761697877,4267201191,4881752863
436,3907407028,2735281389,4042107141,4311490706,3770219393,4280346722,4882557347
437,3915789616,2735281389,4054383499,4333212928,3775168813,4299118427,4900084735
438,3915789616,2735281389,4054383499,4343654906,3788624061,4307250856,4913173649
439,3915789616,2735281389,4054383499,4364587654,3788624061,4316205394,4922153935
440,3915789616,2735281389,4054383499,4376575202,3800404619,4316205394,4929015398
441,3915789616,2735281389,4054383499,4390151367,3806571469,4320682784,4955884455
442,3915789616,2735281389,4054383499,4397157910,3811062719,4325173907,4964753501
443,3915789616,2735281389,4054383499,4412126124,3819731581,4336436032,4973900629
444,3915789616,2735281389,4054383499,4420807021,3824775967,4347616931,4989090814
445,3915789616,2735281389,4054383499,4444032667,3833519826,4356585323,4996811555
446,3915789616,2735281389,4054383499,4452935543,3840772796,4359530667,5017872605
447,3915789616,2735281389,4054383499,4458798245,3870390706,4364474397,5020857726
448,3915789616,2735281389,4054383499,4466755385,3878383869,4374541721,5029828427
449,3915789616,2735283534,4054383499,4472056884,3887370989,4386310613,5043289244
450,3915791761,2735283534,4054383499,4485735179,3899438969,4399401711,5043289244
451,3915791761,2735283534,4054383499,4490228611,3905470253,4412690709,5052266872
452,3915791761,2735283534,4054383499,4498265045,3918785313,4419741411,5056760304
453,3915791761,2735283534,4054383499,4508196904,3926813677,4432875199,5068584139
454,3915791761,2735283534,4054383499,4511985220,3936728225,4437365280,5082647213
455,3915791761,2735283534,4054383499,4517810536,3937257956,4450175762,5083694933
456,3915791761,2735283534,4054383499,4530971089,3954144739,4464396812,5092672686
457,3915791761,2735283534,4054383499,4540145325,3963450047,4473738464,5112811352
458,3915791761,2735283534,4054383499,4560808661,3972612296,4482225014,5119573595
459,3915791761,2735283534,4054383499,4570989852,3976442841,4491376980,5127853259
460,3915791761,2735283534,4054383499,4570989852,3976442841,4500242329,5133046049
461,3915791761,2735283534,4054383499,4570989852,3976442841,4500242329,5133046049
462,3915791761,2735283534,4054383499,4570989852,3976442841,4500242329,5133046049
463,3915791761,2735283534,4054383499,4570989852,3976442841,4500242329,5133046049
464,3915791761,2735283534,4054383499,4570989852,3976442841,4500242329,5133046049
465,3915791761,2735283534,4054383499,4570989852,3976442841,4500242329,5133046049
466,3915791761,2735283534,4054383499,4570989852,3976442841,4500242329,5133046049
467,3915791761,2735283534,4054383499,4570989852,3976442841,4500242329,5133046049
468,3915791761,2735283534,4054383499,4570989852,3976442841,4500242329,5133046049
469,3915791761,2735283534,4054383499,4570989852,3976442841,4500242329,5133046049
470,3915791761,2735283534,4054383499,4570989852,3976442841,4500242329,5133046049
471,3915791761,2735283534,4054383499,4570989852,3976442841,4500242329,5133046049
472,3915791761,2735283534,4054383499,4570989852,3976442841,4500242329,5133046049
473,3915791761,2735283534,4054383499,4570991997,3976442841,4500244474,5133046049
474,3915791761,2735283534,4054383499,4570991997,3976442841,4500244474,5133046049
475,3915791761,2735283534,4054383499,4570991997,3976442841,4500244474,5133046049
476,3915791761,2735283534,4054383499,4570991997,3976442841,4500244474,5133046049
477,3915791761,2735283534,4054383499,4570991997,3976442841,4500244474,5133046049
478,3915791761,2735283534,4054383499,4570991997,3976442841,4500244474,5133046049
479,3915791761,2735283534,4054383499,4570991997,3976442841,4500244474,5133046049
480,3915791761,2735283534,4054383499,4570991997,3976442841,4500244474,5133046049
481,3915791761,2735283534,4054383499,4570991997,3976442841,4500244474,5133046049
482,3915791761,2735283534,4054383499,4570991997,3976442841,4500244474,5133046049
483,3915791761,2735283534,4054383499,4570991997,3976442841,4500244474,5133046049
484,3915791761,2735283534,4054383499,4570991997,3976442841,4500244474,5133046049
485,3915791761,2735283534,4054383499,4570991997,3976442841,4500244474,5133046049
486,3915791761,2735283534,4054383499,4570991997,3976442841,4500244474,5133046049
487,3915791761,2735283534,4054383499,4570991997,3976442841,4500244474,5133046049
488,3915791761,2735283534,4054383499,4570991997,3976442841,4500244474,5133046049
489,3915791761,2735283534,4054383499,4570991997,3976442841,4500244474,5133046049
490,3915791761,2735283534,4054383499,4570991997,3976442841,4500244474,5133046049
491,3915791761,2735283534,4054383499,4570991997,3976442841,4500244474,5133046049
492,3915791761,2735283534,4054383499,4570991997,3976442841,4500244474,5133046049
493,3915791761,2735283534,4054383499,4570991997,3976442841,4500244474,5133046049
494,3915791761,2735283534,4054383499,4570991997,3976442841,4500244474,5133046049
495,3915791761,2735283534,4054383499,4570991997,3976442841,4500244474,5133046049
496,3915791761,2735283534,4054383499,4570991997,3976442841,4500244474,5133046049
497,3915791761,2735283534,4054383499,4570991997,3976442841,4500244474,5133046049
498,3915791761,2735283534,4054383499,4570991997,3976442841,4500244474,5133046049
499,3915791761,2735283534,4054383499,4570991997,3976442841,4500244474,5133046049
500,3915791761,2735283534,4054383499,4570991997,3976442841,4500244474,5133046049
501,3915791761,2735283534,4054383499,4570991997,3976442841,4500244474,5133046049
502,3915791761,2735283534,4054383499,4570991997,3976442841,4500244474,5133046049
503,3915791761,2735283534,4054383499,4570991997,3976442841,4500244474,5133046049
504,3915791761,2735283534,4054383499,4570991997,3976442841,4500244474,5133046049
505,3915791761,2735283534,4054383499,4570991997,3976442841,4500244474,5133046049
506,3915791761,2735283534,4054383499,4570991997,3976442841,4500244474,5133046049
507,3915791761,2735283534,4054383499,4570991997,3976442841,4500244474,5133046049
508,3915791761,2735283534,4054383499,4570991997,3976442841,4500244474,5133046049
509,3915791761,2735283534,4054383499,4570991997,3976442841,4500244474,5133046049
510,3915791761,2735283534,4054383499,4570991997,3976442841,4500244474,5133046049
511,3915791761,2735283534,4054383499,4570991997,3976442841,4500244474,5133046049
512,3915791761,2735283534,4054383499,4570991997,3976442841,4500244474,5133046049
513,3915791761,2735283534,4054383499,4570991997,3976442841,4500244474,5133046049
514,3915791761,2735283534,4054383499,4570991997,3976442841,4500244474,5133046049
515,3915791761,2735283534,4054383499,4570991997,3976442841,4500244474,5133046049
516,Null,Null,4054383499,4570991997,3976442841,4500244474,5133046049
517,Null,Null,Null,4570991997,3976442841,4500244474,5133046049
518,Null,Null,Null,4570991997,3976442841,4500244474,5133046049
519,Null,Null,Null,4570991997,3976442841,4500244474,5133046049
520,Null,Null,Null,4570991997,3976442841,4500244474,5133046049
521,Null,Null,Null,4570991997,3976442841,4500244474,5133046049
522,Null,Null,Null,4570991997,3976442841,4500244474,5133046049
523,Null,Null,Null,4570991997,3976442841,4500244474,5133046049
524,Null,Null,Null,4570991997,3976442841,4500244474,5133046049
525,Null,Null,Null,4570991997,3976442841,4500244474,5133046049
526,Null,Null,Null,4570991997,3976442841,4500244474,5133046049
527,Null,Null,Null,4570991997,3976442841,4500244474,5133046049
528,Null,Null,Null,4570991997,3976442841,4500244474,5133046049
529,Null,Null,Null,4570991997,3976442841,4500244474,5133046049
530,Null,Null,Null,4570991997,3976442841,4500244474,5133046049
531,Null,Null,Null,4570991997,3976442841,4500244474,5133046049
532,Null,Null,Null,4570991997,3976442841,4500244474,5133046049
533,Null,Null,Null,4570991997,3976442841,4500244474,5133046049
534,Null,Null,Null,4570991997,3976442841,4500244474,5133046049
535,Null,Null,Null,4570991997,3976442841,4500244474,5133046049
536,Null,Null,Null,4570991997,3976442841,4500244474,5133046049
537,Null,Null,Null,4570991997,3976442841,4500244474,5133046049
538,Null,Null,Null,4570991997,3976442841,4500244474,5133046049
539,Null,Null,Null,4570991997,3976442841,4500244474,5133046049
540,Null,Null,Null,4570991997,3976442841,4500244474,5133046049
541,Null,Null,Null,4570991997,3976442841,4500244474,5133046049
542,Null,Null,Null,4570991997,3976442841,4500244474,5133046049
543,Null,Null,Null,4570991997,3976442841,4500244474,5133046049
544,Null,Null,Null,4570991997,3976442841,4500244474,5133046049
545,Null,Null,Null,4570991997,3976442841,4500244474,5133046049
546,Null,Null,Null,4570991997,3976442841,4500244474,5133046049
547,Null,Null,Null,4570991997,3976442841,4500244474,5133046049
548,Null,Null,Null,4570991997,3976442841,4500244474,5133046049
549,Null,Null,Null,4570991997,3976442841,4500244474,5133046049
550,Null,Null,Null,4570991997,3976442841,4500244474,5133046049
551,Null,Null,Null,4570991997,3976442841,4500244474,5133046049
552,Null,Null,Null,4570991997,3976442841,4500244474,5133046049
553,Null,Null,Null,4570991997,3976442841,4500244474,5133046049
554,Null,Null,Null,4570991997,3976442841,4500244474,5133046049
555,Null,Null,Null,4570991997,3976442841,4500244474,5133046049
556,Null,Null,Null,4570991997,3976442841,4500244474,5133046049
557,Null,Null,Null,4570991997,3976442841,4500244474,5133046049
558,Null,Null,Null,4570991997,3976442841,4500244474,5133046049
559,Null,Null,Null,4570991997,3976442841,4500244474,5133046049
560,Null,Null,Null,4570991997,3976442841,4500244474,5133046049
561,Null,Null,Null,4570991997,3976442841,4500244474,5133046049
562,Null,Null,Null,4570991997,3976442841,4500244474,5133046049
563,Null,Null,Null,4570991997,3976442841,4500244474,5133046049
564,Null,Null,Null,Null,Null,4500244474,5133046049
565,Null,Null,Null,Null,Null,4500244474,5133046049
566,Null,Null,Null,Null,Null,4500244474,5133046049
567,Null,Null,Null,Null,Null,4500244474,5133046049
568,Null,Null,Null,Null,Null,4500244474,5133046049
569,Null,Null,Null,Null,Null,4500244474,5133046049
570,Null,Null,Null,Null,Null,4500244474,5133046049
571,Null,Null,Null,Null,Null,4500244474,5133046049
572,Null,Null,Null,Null,Null,4500244474,5133046049
573,Null,Null,Null,Null,Null,4500244474,5133046049
574,Null,Null,Null,Null,Null,4500244474,5133046049
575,Null,Null,Null,Null,Null,4500244474,5133046049
576,Null,Null,Null,Null,Null,4500244474,5133046049
577,Null,Null,Null,Null,Null,4500244474,5133046049
578,Null,Null,Null,Null,Null,4500244474,5133046049
579,Null,Null,Null,Null,Null,4500244474,5133046049
580,Null,Null,Null,Null,Null,4500244474,5133046049
581,Null,Null,Null,Null,Null,4500244474,5133046049
582,Null,Null,Null,Null,Null,4500244474,5133046049
583,Null,Null,Null,Null,Null,4500244474,5133046049
584,Null,Null,Null,Null,Null,4500244474,5133046049
585,Null,Null,Null,Null,Null,4500244474,5133046049
586,Null,Null,Null,Null,Null,4500244474,5133046049
587,Null,Null,Null,Null,Null,4500244474,5133046049
