stat_bytes_avail,node164_ceph-osd.0.asok.txt,node164_ceph-osd.1.asok.txt,node164_ceph-osd.7.asok.txt,node165_ceph-osd.2.asok.txt,node165_ceph-osd.3.asok.txt,node166_ceph-osd.4.asok.txt,node166_ceph-osd.5.asok.txt
126,59352444928,62462316544,57248309248,56952565760,56571584512,57125912576,54008258560
127,59349987328,62461632512,57247043584,56952565760,56571584512,57125912576,54005899264
128,59349987328,62461632512,57246756864,56952565760,56571584512,57128689664,54005633024
129,59349987328,62461632512,57246756864,56951902208,56571584512,57128689664,54005633024
130,59349057536,62461632512,57245872128,56951902208,56575168512,57128689664,54005633024
131,59349057536,62465314816,57245872128,56951902208,56575168512,57128689664,54005633024
132,59347202048,62465314816,57245872128,56956043264,56575168512,57126326272,54005633024
133,59347095552,62465314816,57244209152,56956043264,56575168512,57126326272,54004412416
134,59347095552,62465314816,57244209152,56956043264,56573935616,57126326272,54004412416
135,59347095552,62465314816,57244209152,56956043264,56573935616,57126326272,54004412416
136,59355062272,62463815680,57244209152,56953835520,56573935616,57126326272,54004412416
137,59355062272,62463815680,57243103232,56953835520,56573935616,57129250816,54002737152
138,59355062272,62463815680,57243103232,56953835520,56573935616,57128914944,54001831936
139,59353137152,62463815680,57243103232,56953835520,56571551744,57128914944,54007087104
140,59353137152,62463127552,57246920704,56952238080,56571551744,57128914944,54007087104
141,59353137152,62463127552,57246920704,56952238080,56571551744,57128914944,54007087104
142,59353137152,62463127552,57246019584,56952238080,56571551744,57127854080,54007087104
143,59353137152,62463127552,57246019584,56950317056,56571551744,57127854080,54007087104
144,59351916544,62463127552,57246019584,56950317056,56580562944,57127854080,54003945472
145,59351916544,62460891136,57244311552,56950317056,56580034560,57127854080,54003195904
146,59351916544,62460891136,57244311552,56950317056,56579694592,57127854080,54003195904
147,59351916544,62460530688,57244311552,56950317056,56579694592,57125359616,54002249728
148,59348250624,62466007040,57243283456,56953786368,56579694592,57125359616,54002249728
149,59348250624,62465777664,57243283456,56953786368,56579694592,57125359616,54002249728
150,59348250624,62465544192,57243283456,56952221696,56577970176,57125359616,54002249728
151,59348250624,62465544192,57243283456,56952221696,56577970176,57125359616,54011080704
152,59348250624,62465544192,57243283456,56952221696,56577970176,57122955264,54011080704
153,59352932352,62464282624,57246404608,56949915648,56577970176,57122955264,54011080704
154,59352932352,62464282624,57245495296,56948400128,56575672320,57122955264,54011080704
155,59352932352,62464282624,57245081600,56948400128,56575672320,57122955264,54011080704
156,59351605248,62464282624,57245081600,56952786944,56575459328,57127116800,54008758272
157,59351605248,62462513152,57245081600,56952786944,56575459328,57127116800,54008758272
158,59351605248,62462513152,57245081600,56951365632,56575459328,57127116800,54008758272
159,59351605248,62462513152,57245081600,56951365632,56575459328,57125941248,54008758272
160,59351605248,62462513152,57241448448,56951365632,56579424256,57125941248,54008758272
161,59349680128,62462513152,57240866816,56951365632,56579424256,57125941248,54011342848
162,59349680128,62461153280,57240866816,56948776960,56579424256,57125941248,54011342848
163,59348987904,62461153280,57240866816,56948776960,56579424256,57125941248,54011342848
164,59348987904,62461153280,57240866816,56951681024,56579424256,57122828288,54009102336
165,59348447232,62460194816,57251127296,56951681024,56575754240,57122828288,54008946688
166,59348447232,62460194816,57251127296,56951681024,56575754240,57122828288,54008946688
167,59348447232,62460194816,57250160640,56951681024,56575754240,57122828288,54008946688
168,59348447232,62457188352,57250160640,56955174912,56575754240,57129623552,54008946688
169,59352358912,62457188352,57249030144,56955174912,56575754240,57129623552,54006898688
170,59352125440,62457188352,57249030144,56955174912,56578723840,57129623552,54006898688
171,59352125440,62467284992,57249030144,56953880576,56578723840,57129623552,54006898688
172,59352125440,62467284992,57249030144,56953880576,56578723840,57128333312,54006898688
173,59352125440,62467284992,57246916608,56953880576,56577548288,57127399424,54004846592
174,59349815296,62467284992,57246806016,56953880576,56577548288,57127399424,54004846592
175,59349815296,62466359296,57246806016,56953880576,56577548288,57127399424,54004846592
176,59349815296,62466359296,57251196928,56950824960,56575811584,57126162432,54004846592
177,59349815296,62466359296,57250553856,56955703296,56575811584,57126162432,54004846592
178,59348197376,62466359296,57250553856,56955703296,56575262720,57126162432,54007787520
179,59348197376,62464475136,57250553856,56955379712,56575262720,57126162432,54007025664
180,59348197376,62464475136,57250553856,56954920960,56575262720,57126162432,54007025664
181,59348197376,62464475136,57250553856,56954920960,56575262720,57129082880,54007025664
182,59348197376,62464475136,57248440320,56954920960,56575262720,57129082880,54007025664
183,59350650880,62463148032,57248440320,56954920960,56572751872,57128148992,54007025664
184,59350650880,62463148032,57248440320,56954920960,56572751872,57128148992,54003855360
185,59350650880,62463148032,57246363648,56953532416,56572702720,57128148992,54003855360
186,59350650880,62463148032,57246363648,56953532416,56577503232,57128148992,54003855360
187,59348606976,62463148032,57246363648,56952274944,56577503232,57125609472,54003855360
188,59347587072,62467969024,57246363648,56951934976,56577503232,57125249024,54007029760
189,59347587072,62467878912,57246363648,56951201792,56577503232,57124769792,54007029760
190,59346268160,62467878912,57244553216,56951201792,56576786432,57124769792,54007029760
191,59346268160,62467878912,57244553216,56950546432,56576786432,57123295232,54005878784
192,59346268160,62466732032,57244553216,56950546432,56576786432,57123295232,54005878784
193,59356004352,62466732032,57248772096,56950546432,56576786432,57123295232,54005878784
194,59356004352,62466732032,57248772096,56950546432,56575176704,57128050688,54005878784
195,59356004352,62466732032,57248772096,56950546432,56575176704,57127690240,54005878784
196,59356004352,62464884736,57248772096,56953470976,56575176704,57127690240,54006140928
197,59354189824,62464884736,57247150080,56953470976,56575176704,57127690240,54006140928
198,59354189824,62463983616,57247150080,56953470976,56572846080,57127690240,54006140928
199,59353489408,62463983616,57247150080,56953470976,56572846080,57124208640,54006140928
200,59353489408,62463520768,57245048832,56952070144,56572846080,57124208640,54009999360
201,59353489408,62463520768,57245048832,56952070144,56572846080,57124208640,54009999360
202,59353489408,62463520768,57245048832,56952070144,56572846080,57124208640,54009999360
203,59351404544,62463520768,57245048832,56952070144,56579985408,57124208640,54008184832
204,59351404544,62462140416,57243873280,56949137408,56579985408,57121837056,54008147968
205,59351404544,62461911040,57243873280,56949137408,56579985408,57121837056,54007902208
206,59351404544,62461911040,57243873280,56948641792,56578936832,57125687296,54007902208
207,59355004928,62461911040,57243873280,56948641792,56578936832,57125687296,54007902208
208,59355004928,62461911040,57243873280,56953749504,56578936832,57125687296,54007902208
209,59355004928,62466437120,57247756288,56953749504,56578936832,57125687296,54007902208
210,59355004928,62466437120,57247449088,56953749504,56576393216,57125023744,54004899840
211,59355004928,62466437120,57246228480,56953749504,56576393216,57124540416,54004899840
212,59353829376,62466437120,57246228480,56951963648,56576393216,57124306944,54004899840
213,59353612288,62465515520,57246228480,56951697408,56574939136,57123848192,54008987648
214,59353612288,62465515520,57246228480,56951697408,56574939136,57122856960,54008987648
215,59353612288,62465515520,57246228480,56949624832,56574246912,57122856960,54008987648
216,59351760896,62465515520,57243357184,56949211136,56574246912,57122856960,54008987648
217,59351760896,62465515520,57243357184,56949211136,56574246912,57122856960,54008987648
218,59351760896,62464413696,57243357184,56949211136,56579006464,57122856960,54005473280
219,59350278144,62464413696,57242689536,56949211136,56579006464,57121222656,54005473280
220,59355389952,62464413696,57242689536,56949211136,56579006464,57120497664,54005473280
221,59355389952,62464413696,57242689536,56947163136,56579006464,57120497664,54004383744
222,59355389952,62462087168,57242689536,56947163136,56577073152,57120497664,54004383744
223,59355389952,62461652992,57250349056,56947163136,56577073152,57120497664,54004383744
224,59355389952,62461652992,57250349056,56955981824,56576688128,57120497664,54009139200
225,59353755648,62461575168,57248382976,56955981824,56576688128,57127100416,54009139200
226,59353755648,62461575168,57248382976,56954961920,56576688128,57127100416,54009139200
227,59353300992,62461575168,57248382976,56954961920,56576688128,57127100416,54009139200
228,59352465408,62460735488,57248382976,56954961920,56575037440,57127100416,54006149120
229,59352465408,62460735488,57248382976,56954961920,56575037440,57127100416,54006149120
230,59352465408,62460735488,57245728768,56957636608,56575037440,57127100416,54006149120
231,59352465408,62460735488,57245241344,56957636608,56573440000,57125011456,54006149120
232,59351076864,62460735488,57250455552,56957636608,56573440000,57125011456,54006149120
233,59351076864,62464950272,57250455552,56957636608,56573440000,57125011456,54003556352
234,59351076864,62464516096,57250455552,56954863616,56573440000,57125011456,54003556352
235,59351076864,62464516096,57250455552,56954863616,56573440000,57125011456,54003556352
236,59349839872,62464516096,57250455552,56954011648,56573440000,57128185856,54003556352
237,59349839872,62464516096,57248649216,56954011648,56575766528,57128185856,54007726080
238,59349839872,62463029248,57248649216,56954011648,56575492096,57127284736,54007726080
239,59349839872,62463029248,57248649216,56954011648,56574574592,57127284736,54007726080
240,59354193920,62463029248,57248649216,56952344576,56574574592,57126121472,54007726080
241,59354193920,62463029248,57246072832,56952344576,56574574592,57125662720,54007726080
242,59354193920,62463029248,57246072832,56952344576,56574574592,57125191680,54004490240
243,59354193920,62461534208,57245372416,56952344576,56572882944,57124700160,54004490240
244,59351306240,62461534208,57245372416,56952344576,56571740160,57124044800,54004490240
245,59351306240,62461534208,57245372416,56955461632,56577466368,57124044800,54003245056
246,59351306240,62461534208,57243820032,56955461632,56577466368,57124044800,54003245056
247,59350396928,62459768832,57243820032,56955461632,56577466368,57122893824,54003245056
248,59350396928,62459768832,57243820032,56953257984,56576315392,57122893824,54003245056
249,59350396928,62459768832,57243820032,56952926208,56575905792,57122893824,54004391936
250,59350396928,62459768832,57243820032,56952926208,56575905792,57126846464,54002380800
251,59347988480,62468251648,57248251904,56952926208,56574324736,57126846464,54002380800
252,59347988480,62468251648,57247125504,56952242176,56574226432,57126846464,54002380800
253,59347988480,62467801088,57247125504,56952004608,56574226432,57126846464,54002380800
254,59355258880,62467801088,57246232576,56951701504,56573415424,57126846464,54011215872
255,59355258880,62467801088,57245765632,56951701504,56573415424,57124384768,54010634240
256,59354693632,62467801088,57244631040,56951701504,56573415424,57124384768,54010634240
257,59354693632,62466879488,57244078080,56951701504,56573415424,57123229696,54010634240
258,59352686592,62466879488,57244078080,56951701504,56572383232,57123229696,54010634240
259,59352686592,62466879488,57244078080,56950161408,56572141568,57123229696,54007959552
260,59352039424,62466879488,57244078080,56950161408,56572141568,57123229696,54007959552
261,59352039424,62465249280,57248210944,56950161408,56571686912,57123229696,54007959552
262,59352039424,62465249280,57248210944,56954675200,56571686912,57120817152,54007959552
263,59355635712,62465249280,57248210944,56954675200,56571080704,57120817152,54011871232
264,59354972160,62465249280,57247326208,56954675200,56571080704,57120817152,54011871232
265,59354972160,62465249280,57246519296,56954675200,56571080704,57120817152,54011871232
266,59354972160,62462640128,57246519296,56952406016,56571080704,57125007360,54011871232
267,59354337280,62462640128,57246519296,56952406016,56581160960,57124388864,54011871232
268,59354337280,62462640128,57246519296,56952406016,56581160960,57124388864,54008840192
269,59354337280,62462640128,57246519296,56950480896,56579923968,57124388864,54008840192
270,59352416256,62467715072,57244205056,56950259712,56579923968,57122160640,54008840192
271,59352416256,62467715072,57244205056,56950259712,56579923968,57122160640,54012678144
272,59352416256,62466777088,57243049984,56950259712,56578084864,57122160640,54012678144
273,59352416256,62466777088,57243049984,56950259712,56578084864,57119543296,54012698624
274,59352416256,62466777088,57243049984,56948666368,56578084864,57119543296,54012698624
275,59350048768,62466777088,57243049984,56950263808,56577019904,57119543296,54012698624
276,59349434368,62465863680,57243049984,56950263808,56577019904,57127206912,54012698624
277,59349434368,62465863680,57250287616,56950263808,56576086016,57127206912,54012698624
278,59354701824,62464946176,57250287616,56950263808,56576086016,57125826560,54010613760
279,59354701824,62464946176,57250287616,56950263808,56576086016,57125421056,54010613760
280,59353935872,62464946176,57250287616,56954609664,56576086016,57125421056,54010613760
281,59353935872,62464946176,57248468992,56954609664,56576086016,57125421056,54010613760
282,59353935872,62464946176,57248468992,56954609664,56578945024,57124720640,54007898112
283,59353935872,62463590400,57248468992,56953118720,56578945024,57124720640,54007898112
284,59351871488,62463590400,57248468992,56953118720,56578945024,57124720640,54007898112
285,59351871488,62463590400,57245876224,56952422400,56578945024,57124052992,54006128640
286,59350941696,62463590400,57245876224,56952422400,56577245184,57124052992,54006128640
287,59350941696,62462410752,57245876224,56952422400,56577245184,57122451456,54010818560
288,59350941696,62462410752,57245020160,56956260352,56577245184,57127682048,54009741312
289,59350941696,62461648896,57245020160,56956260352,56577245184,57127682048,54009741312
290,59350941696,62461648896,57245020160,56954175488,56577245184,57127682048,54008090624
291,59349557248,62466404352,57249042432,56953745408,56574586880,57126641664,54008090624
292,59349557248,62466404352,57249042432,56953057280,56574586880,57126641664,54007078912
293,59348467712,62466404352,57249042432,56953057280,56574586880,57126641664,54007078912
294,59353874432,62466404352,57249042432,56950820864,56574586880,57126641664,54007078912
295,59353874432,62465552384,57245945856,56950743040,56574586880,57123958784,54007078912
296,59352375296,62465552384,57245945856,56955686912,56578457600,57123958784,54007078912
297,59352375296,62465552384,57245945856,56955686912,56578457600,57123958784,54004989952
298,59352072192,62465552384,57245945856,56954593280,56578457600,57123958784,54004989952
299,59352072192,62465552384,57245945856,56954593280,56577523712,57123958784,54004989952
300,59352072192,62463700992,57243721728,56954593280,56577523712,57122537472,54011953152
301,59352072192,62463700992,57243721728,56952516608,56576958464,57122537472,54011953152
302,59350749184,62463434752,57243721728,56952516608,56576958464,57122537472,54011953152
303,59350749184,62463434752,57248104448,56952516608,56576958464,57121218560,54011953152
304,59350749184,62463434752,57247698944,56952516608,56576958464,57121218560,54009233408
305,59349762048,62463434752,57247698944,56950112256,56574259200,57121218560,54008918016
306,59349762048,62461849600,57247698944,56950112256,56573620224,57121218560,54008299520
307,59349078016,62461849600,57247698944,56950112256,56573620224,57121218560,54008299520
308,59349078016,62461849600,57245454336,56948940800,56573620224,57124687872,54008299520
309,59349078016,62460407808,57245454336,56948940800,56573620224,57124687872,54007476224
310,59350560768,62460407808,57244848128,56948940800,56573620224,57124687872,54012928000
311,59350560768,62460407808,57244848128,56953339904,56577359872,57122811904,54012928000
312,59350560768,62460407808,57244848128,56953339904,56577359872,57122811904,54011551744
313,59355226112,62460407808,57243394048,56952020992,56577359872,57121406976,54011551744
314,59355226112,62464839680,57243394048,56952020992,56577359872,57121406976,54011551744
315,59354357760,62464126976,57243394048,56952020992,56575447040,57120391168,54011551744
316,59354357760,62464126976,57242173440,56952020992,56574509056,57120391168,54011551744
317,59354357760,62463520768,57242173440,56952020992,56574509056,57119744000,54008995840
318,59354357760,62463520768,57242173440,56948510720,56574509056,57119744000,54008995840
319,59354357760,62463520768,57242173440,56948510720,56574509056,57119744000,54008053760
320,59350806528,62462709760,57246326784,56948510720,56571998208,57119744000,54007070720
321,59350806528,62462709760,57246326784,56948510720,56571998208,57124069376,54007070720
322,59350806528,62462271488,57246326784,56953098240,56571998208,57124069376,54007070720
323,59350806528,62462271488,57243840512,56953098240,56571998208,57122643968,54007070720
324,59355353088,62462271488,57243742208,56953098240,56579543040,57122643968,54007070720
325,59355353088,62462271488,57243742208,56953098240,56579543040,57122643968,54009671680
326,59355353088,62461321216,57243742208,56958472192,56579543040,57122643968,54009671680
327,59355353088,62461321216,57242853376,56958472192,56579543040,57120669696,54009671680
328,59355353088,62461321216,57242853376,56958472192,56579543040,57120669696,54007582720
329,59352559616,62461321216,57242853376,56956997632,56578191360,57120669696,54007582720
330,59352559616,62460092416,57241464832,56956997632,56578191360,57120669696,54007582720
331,59352559616,62460092416,57239986176,56956997632,56578191360,57120669696,54005968896
332,59352559616,62459269120,57235750912,56955961344,56578191360,57127268352,54005968896
333,59349565440,62459269120,57235750912,56955961344,56577753088,57127268352,54010503168
334,59349565440,62455296000,57235750912,56954777600,56577753088,57127268352,54010503168
335,59349565440,62455296000,57235750912,56954777600,56576573440,57127268352,54010503168
336,59354095616,62455296000,57235750912,56954777600,56576573440,57124790272,54010503168
337,59354095616,62455296000,57247207424,56954777600,56575893504,57124790272,54010503168
338,59353280512,62466502656,57247207424,56954777600,56575893504,57124179968,54007095296
339,59353280512,62466502656,57247207424,56958156800,56575893504,57124179968,54007095296
340,59353280512,62466502656,57245970432,56958156800,56575893504,57124179968,54006083584
341,59353280512,62466502656,57245970432,56958156800,56579067904,57124179968,54006083584
342,59351080960,62465351680,57245970432,56958156800,56579067904,57122029568,54005395456
343,59350626304,62465290240,57244532736,56956665856,56579067904,57122029568,54005395456
344,59350626304,62464909312,57244532736,56956665856,56578441216,57122029568,54005395456
345,59350626304,62464360448,57244532736,56955641856,56578441216,57122029568,54005395456
346,59350626304,62464360448,57244532736,56954691584,56577617920,57122029568,54004297728
347,59349061632,62464360448,57244532736,56954490880,56577617920,57124909056,54006763520
348,59349061632,62464360448,57248129024,56954490880,56577617920,57122856960,54006763520
