stat_bytes_used,node164_ceph-osd.0.asok.txt,node164_ceph-osd.1.asok.txt,node164_ceph-osd.7.asok.txt,node165_ceph-osd.2.asok.txt,node165_ceph-osd.3.asok.txt,node166_ceph-osd.4.asok.txt,node166_ceph-osd.5.asok.txt
100,12477784064,9974054912,14757613568,Null,Null,14888112128,18159165440
101,12477784064,9974054912,14757613568,Null,Null,14888112128,18159165440
102,12477784064,9974054912,14757613568,Null,Null,14888112128,18159165440
103,12477784064,9974054912,14757613568,Null,Null,14888112128,18159165440
104,12477784064,9974054912,14757613568,Null,Null,14888112128,18159165440
105,12477784064,9974054912,14757613568,Null,Null,14888112128,18159165440
106,12477784064,9974054912,14757613568,Null,Null,14888112128,18159165440
107,12477784064,9974054912,14757613568,Null,Null,14888112128,18159165440
108,12477784064,9974054912,14757613568,Null,Null,14888112128,18159165440
109,12477784064,9974054912,14757613568,Null,Null,14888112128,18159165440
110,12477784064,9974054912,14757613568,Null,Null,14888112128,18159165440
111,12477784064,9974054912,14757613568,Null,Null,14888112128,18159165440
112,12477784064,9974054912,14757613568,Null,Null,14888112128,18159165440
113,12477784064,9974054912,14757613568,Null,Null,14888112128,18159165440
114,12477784064,9974054912,14757613568,Null,Null,14888112128,18159165440
115,12477784064,9974054912,14757613568,Null,Null,14888112128,18159165440
116,12477784064,9974054912,14757613568,Null,Null,14888112128,18159165440
117,12477784064,9974054912,14757613568,Null,Null,14888112128,18159165440
118,12477784064,9974054912,14757613568,Null,Null,14888112128,18159165440
119,12477784064,9974054912,14757613568,Null,Null,14888112128,18159165440
120,12477784064,9974054912,14757613568,Null,Null,14888112128,18159165440
121,12477784064,9974054912,14757613568,Null,Null,14888112128,18159165440
122,12477784064,9974054912,14757613568,Null,Null,14888112128,18159165440
123,12477784064,9974054912,14757613568,Null,Null,14888112128,18159165440
124,12477784064,9974054912,14757613568,Null,Null,14888112128,18159165440
125,12477784064,9974054912,14757613568,Null,Null,14888112128,18159165440
126,12477784064,9974054912,14757613568,Null,Null,14888112128,18159165440
127,12477784064,9974054912,14757613568,Null,Null,14888112128,18159165440
128,12477784064,9974054912,14757613568,Null,Null,14888112128,18159165440
129,12477784064,9974054912,14757613568,Null,Null,14888112128,18159165440
130,12477784064,9974054912,14757613568,Null,Null,14888112128,18159165440
131,12477784064,9974054912,14757613568,Null,Null,14888112128,18159165440
132,12477784064,9974054912,14757613568,Null,Null,14888112128,18159165440
133,12477784064,9974054912,14757613568,Null,Null,14888112128,18159165440
134,12477784064,9974054912,14757613568,Null,Null,14888112128,18159165440
135,12477784064,9974054912,14757613568,Null,Null,14888112128,18159165440
136,12477784064,9974054912,14757613568,Null,Null,14888112128,18159165440
137,12477784064,9974054912,14757613568,Null,Null,14888112128,18159165440
138,12477784064,9974054912,14757613568,Null,Null,14888112128,18159165440
139,12477784064,9974054912,14757613568,Null,Null,14888112128,18159165440
140,12477784064,9974054912,14757613568,Null,Null,14888112128,18159165440
141,12477784064,9974054912,14757613568,Null,Null,14888112128,18159165440
142,12477784064,9974054912,14757613568,Null,Null,14888112128,18159165440
143,12477784064,9974054912,14757613568,Null,Null,14888112128,18159165440
144,12477784064,9974054912,14757613568,Null,Null,14888112128,18159165440
145,12477784064,9974054912,14757613568,Null,Null,14888112128,18159165440
146,12477784064,9974054912,14757613568,Null,Null,14888112128,18159165440
147,12477784064,9974054912,14757613568,Null,Null,14888112128,18159165440
148,12477784064,9974054912,14757613568,Null,Null,14888112128,18159165440
149,12477784064,9974054912,14757613568,Null,Null,14888112128,18159165440
150,12477784064,9974054912,14757613568,Null,Null,14888112128,18159165440
151,Null,Null,Null,Null,Null,14888112128,18159165440
152,Null,Null,Null,Null,Null,14888112128,18159165440
153,Null,Null,Null,Null,Null,14888112128,18159165440
154,Null,Null,Null,Null,Null,14888112128,18159165440
155,Null,Null,Null,Null,Null,14888112128,18159165440
156,Null,Null,Null,Null,Null,14888112128,18159165440
157,Null,Null,Null,Null,Null,14888112128,18159165440
158,Null,Null,Null,Null,Null,14888112128,18159165440
159,Null,Null,Null,Null,Null,14888112128,18159165440
160,Null,Null,Null,Null,Null,14888112128,18159165440
161,Null,Null,Null,Null,Null,14888112128,18159165440
162,Null,Null,Null,Null,Null,14888112128,18159165440
163,Null,Null,Null,Null,Null,14888112128,18159165440
164,Null,Null,Null,Null,Null,14888112128,18159165440
165,Null,Null,Null,Null,Null,14888112128,18159165440
166,Null,Null,Null,Null,Null,14888112128,18159165440
167,Null,Null,Null,Null,Null,14888112128,18159165440
168,Null,Null,Null,Null,Null,14888112128,18159165440
169,Null,Null,Null,Null,Null,14888112128,18159165440
170,Null,Null,Null,Null,Null,14888112128,18159165440
171,Null,Null,Null,Null,Null,14888112128,18159165440
172,Null,Null,Null,Null,Null,14888112128,18159165440
173,Null,Null,Null,Null,Null,14888112128,18159165440
174,Null,Null,Null,Null,Null,14888112128,18159165440
175,Null,Null,Null,Null,Null,14888112128,18159165440
176,Null,Null,Null,Null,Null,14888112128,18159165440
177,Null,Null,Null,Null,Null,14888112128,18159165440
178,Null,Null,Null,Null,Null,14888112128,18159165440
179,Null,Null,Null,Null,Null,14888112128,18159165440
180,Null,Null,Null,Null,Null,14888112128,18159165440
181,Null,Null,Null,Null,Null,14888112128,18159165440
182,Null,Null,Null,Null,Null,14888112128,18159165440
183,Null,Null,Null,Null,Null,14888112128,18159165440
184,Null,Null,Null,Null,Null,14888112128,18159165440
185,Null,Null,Null,Null,Null,14888112128,18159165440
186,Null,Null,Null,Null,Null,14888112128,18159165440
187,Null,Null,Null,Null,Null,14888112128,18159165440
188,Null,Null,Null,Null,Null,14888112128,18159165440
